|V|	|E|	time	approx	optimal
7	11	0.009	2285	0.461	1748
7	9	0.008	1578	0.413	902
7	13	0.009	2896	0.526	2594
7	10	0.01	4542	0.456	2412
7	8	0.011	1432	0.383	912
7	10	0.01	1581	0.443	1512
7	11	0.009	2119	0.487	1506
7	14	0.012	3449	0.561	2341
7	7	0.007	972	0.344	972
7	11	0.008	1869	0.461	1839
7	10	0.008	2040	0.428	2040
7	16	0.011	1794	0.625	1794
7	7	0.007	1787	0.338	1150
7	8	0.007	1614	0.438	1511
7	5	0.009	1313	0.304	1118
7	11	0.011	682	0.478	583
7	13	0.012	2182	0.555	1518
7	14	0.018	1180	0.588	854
7	9	0.011	1508	0.402	1278
7	9	0.007	1270	0.392	1270
7	7	0.007	1080	0.33	972
7	13	0.011	2715	0.618	1928
7	11	0.012	779	0.47	779
7	13	0.01	2564	0.531	2111
7	12	0.01	3706	0.513	2449
7	11	0.01	1404	0.462	1404
7	10	0.009	3354	0.444	1869
7	10	0.01	2516	0.448	1280
7	16	0.013	1600	0.646	1113
7	13	0.012	528	0.538	528
7	12	0.011	2409	0.5	1308
7	10	0.008	1465	0.43	1465
7	11	0.008	699	0.466	699
7	11	0.009	3084	0.566	1891
7	12	0.019	3994	0.704	2958
7	8	0.014	2202	0.557	2202
7	11	0.017	2363	0.678	1466
7	11	0.016	3139	0.676	2214
7	9	0.013	1986	0.58	1830
7	11	0.016	2157	0.678	1893
7	11	0.016	1659	0.679	1055
7	14	0.017	1609	0.82	1609
7	13	0.018	2316	0.766	2025
7	10	0.015	653	0.636	653
7	11	0.017	2792	0.675	1819
7	11	0.018	2469	0.672	1511
7	9	0.015	1898	0.519	1419
7	17	0.014	2639	0.662	2541
7	12	0.012	2433	0.5	1629
7	13	0.011	1951	0.528	1196
7	7	0.008	1394	0.334	1100
7	15	0.01	1999	0.599	1626
7	9	0.008	1742	0.407	1677
7	14	0.011	4070	0.568	2216
7	6	0.007	1812	0.312	1294
7	10	0.009	2244	0.44	1459
7	11	0.008	1561	0.466	1561
7	10	0.009	1159	0.554	670
7	8	0.013	1732	0.501	1556
7	12	0.01	2093	0.489	2093
7	11	0.009	697	0.464	697
7	11	0.009	1905	0.482	1905
7	11	0.01	3075	0.461	2130
7	11	0.01	2957	0.464	2333
7	12	0.01	1861	0.503	1693
7	8	0.008	2875	0.362	2247
7	11	0.012	2750	0.492	1774
7	12	0.012	1461	0.499	939
7	8	0.007	1072	0.37	1072
7	15	0.01	2631	0.601	2576
7	13	0.01	3004	0.589	2497
7	11	0.012	1575	0.513	1422
7	11	0.012	2258	0.517	1278
7	5	0.009	639	0.272	639
7	9	0.009	1174	0.449	986
7	14	0.013	3328	0.566	1737
7	9	0.008	299	0.42	299
7	13	0.011	2387	0.532	1946
7	9	0.008	1631	0.399	1104
7	12	0.009	1926	0.499	1856
7	11	0.009	888	0.476	888
7	13	0.017	3499	0.562	2153
7	11	0.012	2578	0.468	1614
7	10	0.009	3040	0.439	1701
7	9	0.008	1844	0.415	1778
7	7	0.008	1282	0.33	927
7	7	0.008	2014	0.338	1026
7	11	0.009	1329	0.464	1329
7	14	0.01	1570	0.568	1520
7	12	0.01	2088	0.495	1295
7	12	0.009	2588	0.498	1832
7	10	0.009	2443	0.433	1638
7	12	0.009	2058	0.519	2009
7	8	0.009	615	0.366	547
7	11	0.009	2452	0.567	1550
7	13	0.018	2035	0.676	1689
7	8	0.011	2769	0.374	1973
7	14	0.012	2704	0.566	1883
7	12	0.009	1656	0.497	1656
7	10	0.009	2446	0.454	1752
7	9	0.009	919	0.406	919
7	9	0.012	1534	0.422	802
7	9	0.009	2145	0.402	1669
7	12	0.009	700	0.5	700
7	9	0.007	1573	0.402	1573
7	12	0.009	663	0.503	663
7	13	0.009	1963	0.532	1504
7	13	0.01	3274	0.542	1911
7	11	0.011	3990	0.465	2506
7	14	0.01	2543	0.56	2442
7	11	0.009	3184	0.462	2402
7	10	0.009	2339	0.431	1330
7	6	0.006	1153	0.303	1153
7	13	0.01	1300	0.526	1300
7	8	0.007	2559	0.368	1665
7	10	0.008	2775	0.445	2429
7	7	0.007	1941	0.338	1941
7	8	0.008	1236	0.366	1062
7	5	0.006	1680	0.271	1223
7	11	0.009	2078	0.476	1544
7	10	0.009	3152	0.432	2247
7	8	0.007	1480	0.37	1256
7	10	0.009	3194	0.437	2142
7	7	0.008	1268	0.341	891
7	11	0.009	862	0.461	855
7	10	0.009	2720	0.445	2052
7	9	0.008	1814	0.399	1656
7	6	0.007	1885	0.31	1070
7	9	0.009	2894	0.4	1908
7	13	0.01	2381	0.531	1968
7	7	0.007	892	0.332	892
7	10	0.009	1985	0.428	1606
7	10	0.009	2611	0.432	1936
7	11	0.009	1513	0.469	1466
7	9	0.008	1129	0.399	965
7	10	0.008	1223	0.434	742
7	14	0.01	2650	0.563	1725
7	9	0.008	2154	0.416	1336
7	8	0.01	1494	0.435	930
7	9	0.011	1359	0.424	1359
7	13	0.013	1803	0.615	1463
7	11	0.017	3105	0.508	2431
7	10	0.011	1635	0.433	1635
7	15	0.012	3713	0.594	2682
7	13	0.009	2341	0.527	1660
7	9	0.008	2182	0.397	1903
7	10	0.009	2782	0.451	2017
7	14	0.012	4074	0.629	2756
7	9	0.019	2580	0.419	2150
7	12	0.013	2474	0.496	1553
7	11	0.009	733	0.464	370
7	13	0.009	2348	0.527	2228
7	9	0.009	3152	0.406	1693
7	10	0.009	3144	0.445	1972
7	10	0.008	1859	0.429	1232
7	11	0.01	1873	0.474	1248
7	7	0.008	1425	0.338	1018
7	10	0.009	3035	0.441	1850
7	13	0.01	2117	0.537	1627
7	12	0.01	1836	0.499	1546
7	11	0.01	2612	0.463	1642
7	12	0.008	1907	0.481	1907
7	4	0.006	263	0.239	263
7	12	0.011	3504	0.533	1903
7	11	0.012	2938	0.536	1974
7	9	0.011	1579	0.404	911
7	11	0.008	923	0.468	923
7	11	0.01	2633	0.464	1595
7	8	0.007	825	0.37	825
7	11	0.009	2099	0.471	1879
7	11	0.009	3225	0.464	2343
7	13	0.01	2612	0.531	1893
7	11	0.009	2488	0.484	1926
7	10	0.01	3933	0.427	2338
7	5	0.006	2022	0.267	1321
7	7	0.008	3312	0.341	2172
7	12	0.01	3022	0.497	1573
7	8	0.007	2552	0.363	1991
7	12	0.01	2296	0.496	1681
7	11	0.009	2132	0.467	1747
7	9	0.007	1546	0.396	1035
7	9	0.008	1684	0.412	1684
7	9	0.009	1356	0.394	958
7	10	0.008	1492	0.444	1492
7	9	0.009	975	0.419	628
7	11	0.012	435	0.469	435
7	12	0.009	1244	0.49	1244
7	13	0.01	1799	0.532	1694
7	11	0.009	3147	0.465	2335
7	9	0.009	3089	0.417	1874
7	14	0.011	1386	0.563	1344
7	14	0.01	2850	0.566	1907
7	8	0.008	1978	0.364	1282
7	12	0.009	2455	0.492	2252
7	14	0.01	2386	0.556	1597
7	11	0.01	2569	0.464	1679
7	8	0.007	1828	0.364	1828
7	10	0.009	2949	0.471	2136
7	5	0.009	1066	0.315	1066
7	10	0.011	517	0.473	517
7	10	0.011	1845	0.433	1350
7	14	0.011	1459	0.557	961
7	9	0.008	1840	0.403	1088
7	13	0.013	4264	0.534	2815
7	9	0.01	2650	0.429	1881
7	13	0.012	2125	0.563	2125
7	10	0.012	2621	0.445	1312
7	10	0.011	4192	0.455	2723
7	13	0.011	1937	0.534	1851
7	10	0.008	1165	0.434	1165
7	12	0.01	1231	0.515	1231
7	11	0.012	1880	0.477	1366
7	7	0.009	1127	0.347	825
7	10	0.01	1683	0.457	1683
7	8	0.01	990	0.377	990
7	10	0.01	419	0.436	419
7	7	0.007	1394	0.331	1059
7	12	0.009	2816	0.631	2690
7	11	0.018	3654	0.683	2110
7	9	0.015	2304	0.603	1178
7	12	0.018	2939	0.772	2246
7	9	0.016	3266	0.59	2705
7	9	0.015	1315	0.578	1315
7	6	0.013	682	0.454	682
7	10	0.016	2470	0.631	1441
7	9	0.014	1611	0.593	1611
7	11	0.016	1904	0.69	1019
7	5	0.013	896	0.402	701
7	8	0.014	2417	0.544	1805
7	13	0.016	726	0.766	569
7	14	0.018	1944	0.801	1120
7	14	0.017	2338	0.618	1906
7	9	0.012	2267	0.449	1581
7	13	0.013	1154	0.559	1140
7	9	0.01	1732	0.393	1711
7	9	0.009	1073	0.447	1000
7	14	0.01	1542	0.562	1542
7	14	0.01	1843	0.577	1370
7	13	0.018	3381	0.554	2118
7	7	0.009	1793	0.339	1373
7	8	0.008	866	0.376	722
7	12	0.011	3086	0.511	2101
7	10	0.01	691	0.43	691
7	12	0.009	983	0.502	983
7	9	0.008	2712	0.397	1683
7	10	0.009	2673	0.437	1772
7	12	0.01	826	0.493	826
7	10	0.012	1611	0.435	1361
7	13	0.01	2768	0.531	2135
7	8	0.007	2119	0.362	1762
7	9	0.008	2653	0.396	1924
7	15	0.01	2619	0.611	2263
7	13	0.012	2568	0.552	1848
7	12	0.01	1564	0.505	1156
7	10	0.008	2222	0.439	1483
7	12	0.01	1701	0.497	1312
7	3	0.005	1343	0.189	1343
7	10	0.009	2608	0.43	1862
7	9	0.007	2705	0.406	2216
7	11	0.01	3925	0.47	2306
7	8	0.008	3044	0.381	2119
7	11	0.009	3839	0.465	1931
7	9	0.007	1274	0.424	1274
7	9	0.013	1826	0.562	1663
7	10	0.015	1650	0.518	1079
7	8	0.015	1510	0.395	1186
7	7	0.01	1706	0.353	1587
7	6	0.009	1185	0.318	793
7	10	0.01	830	0.466	830
7	10	0.01	2291	0.452	1630
7	10	0.01	1049	0.454	1049
7	12	0.01	2337	0.513	2337
7	11	0.01	419	0.511	384
7	11	0.012	2800	0.501	2505
7	10	0.011	1916	0.434	1672
7	11	0.009	2346	0.529	1554
7	12	0.02	2964	0.701	1662
7	10	0.016	3025	0.627	2692
7	10	0.014	1312	0.641	770
7	12	0.015	2080	0.717	1728
7	7	0.014	2382	0.495	1444
7	11	0.016	1207	0.681	1128
7	8	0.015	1772	0.543	1319
7	12	0.017	3062	0.732	1784
7	12	0.015	2450	0.722	2450
7	7	0.012	1530	0.491	1019
7	11	0.018	2828	0.679	1795
7	13	0.017	3162	0.775	2059
7	6	0.012	1291	0.452	1291
7	12	0.015	3140	0.602	2142
7	10	0.011	2484	0.527	2053
7	12	0.017	2937	0.501	2139
7	12	0.011	2231	0.542	2167
7	11	0.011	2625	0.467	1686
7	12	0.01	3275	0.504	2143
7	5	0.007	1688	0.263	1048
7	13	0.01	2216	0.601	2033
7	12	0.016	2587	0.734	1887
7	11	0.013	1804	0.473	1004
7	10	0.01	2100	0.43	1193
7	9	0.008	1692	0.404	1289
7	12	0.01	1788	0.494	1183
7	10	0.008	2493	0.441	2371
7	13	0.009	1658	0.582	1658
7	14	0.01	1771	0.72	1771
7	7	0.014	2184	0.47	1834
7	10	0.016	2539	0.569	1826
7	11	0.017	2033	0.555	1241
7	14	0.015	2465	0.587	1547
7	11	0.013	2367	0.465	1454
7	13	0.01	2374	0.548	1510
7	12	0.011	673	0.499	673
7	12	0.01	4463	0.522	3233
7	12	0.013	3498	0.502	2296
7	14	0.011	2112	0.565	2112
7	7	0.007	1956	0.327	1105
7	11	0.009	1687	0.468	1295
7	10	0.008	2106	0.451	1619
7	16	0.014	1397	0.617	932
7	10	0.014	1385	0.493	1033
7	12	0.017	2670	0.531	2419
7	13	0.016	2227	0.553	1756
7	7	0.01	1354	0.385	1099
7	11	0.012	2551	0.508	2265
7	8	0.011	1998	0.421	1276
7	11	0.012	2081	0.464	1576
7	10	0.01	3158	0.489	2155
7	6	0.013	1300	0.316	1300
7	9	0.011	2364	0.469	1823
7	10	0.011	769	0.433	769
7	16	0.014	3336	0.696	2350
7	14	0.016	1661	0.777	1661
7	10	0.012	884	0.429	557
7	12	0.01	2760	0.494	2743
7	10	0.008	2097	0.433	2097
7	11	0.009	807	0.462	807
7	14	0.01	3832	0.56	3832
7	10	0.009	1946	0.435	1270
7	15	0.011	1501	0.594	1474
7	8	0.008	3569	0.378	2109
7	10	0.012	2427	0.522	1332
7	11	0.012	1465	0.506	1260
7	15	0.013	2676	0.594	2529
7	11	0.01	2564	0.475	2122
7	12	0.011	2162	0.501	1550
7	11	0.009	2686	0.498	2470
7	10	0.011	2374	0.443	1771
7	12	0.011	1359	0.501	1097
7	10	0.008	1338	0.435	1061
7	16	0.011	1723	0.617	1723
7	11	0.009	1662	0.474	1033
7	9	0.008	907	0.402	907
7	11	0.01	1949	0.461	1465
7	9	0.008	1511	0.403	1397
7	11	0.008	2174	0.527	1750
7	11	0.013	1091	0.462	1091
7	12	0.011	2636	0.502	1714
7	11	0.009	1952	0.471	1756
7	9	0.007	2499	0.406	2499
7	7	0.008	1694	0.352	1428
7	9	0.01	1895	0.423	1524
7	7	0.009	2841	0.38	2078
7	8	0.011	2411	0.37	1622
7	9	0.009	2689	0.396	1942
7	10	0.009	3221	0.437	1822
7	11	0.009	3393	0.463	2290
7	14	0.01	3388	0.56	2394
7	7	0.008	2705	0.334	1800
7	11	0.01	2217	0.468	1800
7	12	0.009	1770	0.526	1035
7	11	0.012	2318	0.488	2007
7	13	0.012	1884	0.556	1563
7	10	0.015	3461	0.444	2784
7	12	0.012	2053	0.546	1668
7	15	0.014	3162	0.587	2229
7	8	0.009	3640	0.371	2284
7	8	0.008	2854	0.394	1547
7	10	0.01	1103	0.483	1103
7	10	0.014	2148	0.6	2008
7	8	0.011	1660	0.371	1221
7	8	0.008	587	0.375	587
7	12	0.01	842	0.54	842
7	12	0.013	2314	0.501	1837
7	10	0.009	932	0.44	932
7	10	0.008	2246	0.433	1734
7	11	0.01	2665	0.489	1696
7	8	0.01	2084	0.415	1493
7	10	0.011	3354	0.429	2575
7	8	0.008	1527	0.361	1197
7	12	0.008	1690	0.5	1481
7	14	0.01	2208	0.566	1392
7	14	0.011	2668	0.56	2048
7	14	0.01	2649	0.557	2417
7	11	0.01	3579	0.484	1912
7	10	0.011	2228	0.428	1887
7	10	0.009	2345	0.435	1902
7	9	0.009	2849	0.398	1905
7	11	0.008	605	0.468	605
7	13	0.009	2384	0.527	2022
7	11	0.009	1944	0.469	1340
7	9	0.009	2451	0.41	1246
7	10	0.01	693	0.441	693
7	8	0.008	2111	0.371	1386
7	11	0.009	2338	0.512	1532
7	12	0.012	2008	0.498	1652
7	11	0.009	2655	0.464	1356
7	11	0.009	1554	0.472	1291
7	12	0.009	2966	0.495	2966
7	16	0.011	2417	0.62	1928
7	8	0.008	1854	0.376	1008
7	12	0.009	1461	0.499	1215
7	9	0.009	2137	0.403	1469
7	9	0.008	1889	0.403	1218
7	11	0.008	785	0.467	785
7	8	0.008	1987	0.367	1458
7	12	0.01	3025	0.499	1625
7	9	0.007	3435	0.399	2353
7	11	0.009	2252	0.578	1439
7	8	0.015	2178	0.431	1660
7	10	0.01	1733	0.437	1248
7	14	0.011	3247	0.559	2399
7	9	0.008	2053	0.393	1422
7	12	0.009	2406	0.495	1939
7	6	0.007	1559	0.296	1559
7	12	0.008	1749	0.489	1749
7	9	0.007	1818	0.405	1818
7	8	0.008	955	0.373	955
7	9	0.008	3281	0.408	2413
7	12	0.01	1179	0.494	976
7	13	0.01	657	0.528	657
7	10	0.009	1336	0.436	976
7	11	0.01	3582	0.467	2437
7	15	0.01	2182	0.593	2132
7	12	0.01	2336	0.503	1722
7	8	0.008	1565	0.368	1162
7	13	0.01	3196	0.531	2162
7	10	0.009	1328	0.431	841
7	12	0.009	1879	0.534	1622
7	8	0.01	1922	0.395	1917
7	16	0.013	1900	0.63	1900
7	11	0.017	2807	0.515	2195
7	10	0.017	2185	0.433	1466
7	9	0.01	3514	0.403	2578
7	7	0.008	2870	0.335	1895
7	11	0.009	1640	0.466	1584
7	9	0.008	1969	0.401	1036
7	8	0.007	2155	0.369	1237
7	12	0.01	2180	0.489	1972
7	6	0.007	1231	0.301	1231
7	8	0.008	629	0.386	539
7	10	0.009	1855	0.434	1363
7	10	0.008	2002	0.434	1720
7	9	0.008	1811	0.418	1408
7	9	0.015	685	0.423	685
7	9	0.015	2769	0.414	1941
7	10	0.011	2166	0.464	1190
7	12	0.013	2347	0.501	1426
7	11	0.009	1962	0.539	1712
7	11	0.014	2275	0.606	1891
7	10	0.014	3000	0.447	2461
7	11	0.01	1454	0.466	1454
7	13	0.011	2537	0.529	1500
7	9	0.009	1919	0.407	1150
7	13	0.009	2330	0.528	2017
7	9	0.009	2128	0.409	1601
7	10	0.008	2508	0.445	2508
7	10	0.01	3067	0.438	1844
7	9	0.008	836	0.405	836
7	7	0.007	1741	0.341	1035
7	11	0.009	1609	0.474	1280
7	8	0.008	1874	0.367	1354
7	10	0.009	2914	0.432	1822
7	10	0.009	2028	0.433	1461
7	11	0.009	404	0.481	404
7	12	0.011	2654	0.502	1810
7	9	0.009	804	0.405	804
7	9	0.009	2371	0.438	1571
7	13	0.017	2516	0.559	2227
7	10	0.01	966	0.435	966
7	14	0.01	2331	0.56	1621
7	8	0.007	1726	0.375	1616
7	9	0.01	2302	0.441	2302
7	13	0.012	2723	0.633	2723
7	13	0.017	2304	0.741	2146
7	11	0.014	1569	0.595	1344
7	7	0.011	3479	0.438	1792
7	8	0.015	789	0.373	789
7	14	0.013	3359	0.569	2012
7	8	0.008	2556	0.404	1602
7	13	0.012	2603	0.532	1728
7	11	0.009	2175	0.547	1338
7	8	0.011	1533	0.369	1032
7	9	0.009	2610	0.402	1619
7	11	0.009	2729	0.468	2027
7	10	0.009	1945	0.489	1039
7	15	0.013	1872	0.679	1689
7	11	0.012	2382	0.466	2355
7	13	0.011	2410	0.53	1845
7	14	0.01	2282	0.563	1956
7	10	0.009	2209	0.437	1282
7	10	0.008	615	0.428	615
7	10	0.008	1876	0.438	1362
7	10	0.01	3351	0.434	1837
7	12	0.009	2704	0.507	2193
7	11	0.01	2713	0.47	1450
7	11	0.009	2656	0.465	1942
7	8	0.008	868	0.375	868
7	14	0.009	816	0.565	816
7	12	0.01	2323	0.537	1523
7	9	0.011	2612	0.403	1830
7	12	0.009	2851	0.511	2796
7	13	0.011	1600	0.528	1493
7	10	0.008	1777	0.428	1777
7	8	0.008	657	0.366	657
7	8	0.007	765	0.371	765
7	7	0.007	1493	0.331	1381
7	9	0.007	1196	0.396	1091
7	13	0.01	3571	0.534	2830
7	12	0.009	3790	0.494	2596
7	13	0.01	2369	0.537	1543
7	9	0.01	2158	0.402	1521
7	8	0.007	2316	0.361	1367
7	8	0.007	1745	0.362	965
7	11	0.01	2033	0.506	2033
7	11	0.013	3062	0.469	2296
7	13	0.01	2965	0.527	2724
7	10	0.009	3484	0.431	2044
7	10	0.009	2417	0.45	1728
7	13	0.011	2527	0.531	1785
7	12	0.009	2023	0.498	1558
7	7	0.007	1551	0.336	1551
7	16	0.011	1816	0.643	1077
7	10	0.011	1725	0.433	1010
7	8	0.008	2869	0.371	1704
7	8	0.007	1482	0.39	1314
7	8	0.01	2254	0.409	1561
7	7	0.009	951	0.345	951
7	8	0.009	1651	0.368	1106
7	12	0.009	2437	0.52	2437
7	13	0.012	1883	0.542	1883
7	8	0.014	1754	0.397	1754
7	5	0.008	864	0.303	864
7	11	0.012	2283	0.492	1355
7	13	0.016	2581	0.545	2176
7	12	0.012	2726	0.498	2347
7	13	0.011	3221	0.551	2066
7	14	0.012	1895	0.56	1376
7	6	0.006	394	0.324	394
7	11	0.012	1987	0.512	1027
7	9	0.011	1972	0.406	1688
7	12	0.01	2207	0.496	1937
7	10	0.009	1564	0.44	1132
7	10	0.008	1872	0.43	1350
7	8	0.008	2167	0.368	1507
7	10	0.009	1779	0.436	1363
7	10	0.008	1839	0.43	1713
7	8	0.007	1020	0.361	846
7	13	0.01	2859	0.526	1904
7	8	0.007	1012	0.364	1012
7	7	0.009	1039	0.364	1039
7	9	0.011	1677	0.412	1445
7	12	0.01	632	0.501	632
7	9	0.008	955	0.395	955
7	10	0.009	3663	0.436	1932
7	5	0.005	213	0.275	213
7	11	0.009	2671	0.468	1766
7	12	0.01	1284	0.499	892
7	7	0.007	1136	0.337	1136
7	7	0.007	2093	0.337	1950
7	10	0.008	774	0.444	774
7	12	0.011	1491	0.494	967
7	13	0.009	2877	0.527	2877
7	7	0.007	2640	0.338	1503
7	8	0.008	2369	0.375	1974
7	11	0.008	1071	0.467	1071
7	12	0.01	1850	0.537	1211
7	8	0.014	947	0.388	941
7	13	0.012	2467	0.542	1625
7	10	0.011	3196	0.437	2002
7	9	0.008	1755	0.403	1384
7	10	0.009	1625	0.433	1298
7	16	0.011	2966	0.622	2299
7	11	0.009	2752	0.464	1873
7	10	0.008	1309	0.435	1189
7	11	0.009	3371	0.471	2601
7	10	0.01	3517	0.431	2347
7	4	0.006	1319	0.233	1039
7	14	0.009	1973	0.56	1973
7	9	0.008	1705	0.403	1583
7	8	0.007	2006	0.367	1433
7	10	0.009	4297	0.438	2943
7	10	0.008	1050	0.432	988
7	8	0.007	1383	0.371	1289
7	9	0.009	2468	0.401	1799
7	8	0.008	1289	0.364	1289
7	9	0.008	2619	0.423	2591
7	13	0.013	3566	0.557	2639
7	8	0.014	2476	0.4	1911
7	8	0.009	1382	0.372	1382
7	10	0.011	2638	0.458	1910
7	8	0.011	2182	0.421	1247
7	13	0.013	2630	0.527	2563
7	15	0.01	2594	0.596	1866
7	11	0.01	2560	0.467	2313
7	6	0.007	2211	0.305	1833
7	11	0.011	2698	0.503	1889
7	14	0.013	1990	0.597	1210
7	8	0.014	3504	0.39	2128
7	10	0.012	2750	0.433	1403
7	13	0.01	2631	0.539	1960
7	13	0.011	1959	0.531	1752
7	7	0.007	2215	0.336	1597
7	13	0.009	1144	0.531	1144
7	13	0.01	3727	0.528	3040
7	15	0.011	4084	0.595	3048
7	9	0.008	667	0.424	667
7	10	0.016	1900	0.444	1495
7	9	0.008	2037	0.404	1750
7	6	0.007	666	0.311	646
7	11	0.009	1797	0.462	1359
7	11	0.009	1760	0.466	1055
7	10	0.009	3030	0.441	2089
7	12	0.01	2801	0.507	2589
7	10	0.01	2706	0.429	1756
7	13	0.01	635	0.532	635
7	4	0.005	1120	0.236	1120
7	9	0.009	1175	0.401	1066
7	11	0.008	1660	0.462	1062
7	15	0.011	2278	0.609	2153
7	14	0.019	1563	0.573	1140
7	8	0.011	1690	0.371	1167
7	9	0.009	2849	0.411	1971
7	12	0.01	1058	0.636	992
7	12	0.017	2332	0.677	1356
7	10	0.016	2834	0.591	2258
7	6	0.014	1298	0.421	1048
7	11	0.015	1833	0.581	1452
7	13	0.015	2125	0.533	1891
7	9	0.009	2192	0.443	1549
7	8	0.011	2447	0.389	1544
7	15	0.014	2120	0.592	1369
7	12	0.01	1870	0.491	1475
7	9	0.009	1844	0.402	1061
7	9	0.009	2195	0.401	1554
7	9	0.008	2127	0.401	2066
7	7	0.007	1206	0.343	1206
7	11	0.01	2827	0.464	1608
7	10	0.009	1395	0.432	793
7	11	0.009	1244	0.478	1244
7	9	0.009	2247	0.396	2075
7	12	0.009	1647	0.544	1561
7	12	0.012	3446	0.518	2872
7	8	0.013	1836	0.443	1153
7	8	0.011	1383	0.391	1012
7	14	0.013	2853	0.675	1674
7	15	0.018	1736	0.713	1352
7	8	0.012	2060	0.371	1516
7	11	0.011	438	0.537	438
7	12	0.012	2037	0.554	1799
7	9	0.012	994	0.446	679
7	7	0.009	2049	0.331	1981
7	9	0.009	3686	0.432	1904
7	8	0.01	1744	0.39	1594
7	10	0.013	3754	0.47	2892
7	15	0.014	2752	0.592	1874
7	8	0.007	1501	0.365	1195
7	10	0.009	1800	0.436	1160
7	7	0.007	1632	0.33	1264
7	10	0.009	697	0.443	697
7	11	0.009	1574	0.475	1574
7	12	0.009	3177	0.506	2848
7	14	0.011	2875	0.593	2590
7	7	0.01	2729	0.36	1874
7	9	0.014	1852	0.47	1852
7	10	0.012	2643	0.525	2166
7	7	0.01	1157	0.333	1157
7	6	0.007	1292	0.31	992
7	8	0.009	3818	0.361	2458
7	9	0.008	2397	0.398	2176
7	12	0.009	2238	0.568	2238
7	11	0.009	1909	0.505	1909
7	14	0.017	2510	0.785	1884
7	9	0.011	1150	0.391	1150
7	15	0.011	2248	0.597	1937
7	8	0.007	1966	0.366	1827
7	11	0.009	1660	0.479	1213
7	12	0.011	2779	0.512	2199
7	10	0.01	3199	0.43	1986
7	12	0.01	3093	0.5	2474
7	11	0.01	1272	0.47	893
7	11	0.01	3660	0.484	2764
7	13	0.012	2444	0.582	2444
7	10	0.015	2243	0.526	1390
7	10	0.025	2808	0.521	2239
7	13	0.014	2666	0.597	1403
7	10	0.009	1493	0.434	1493
7	13	0.009	2687	0.526	2011
7	10	0.009	3234	0.44	1888
7	11	0.009	3229	0.472	2619
7	10	0.009	691	0.434	691
7	12	0.009	2798	0.513	2420
7	9	0.009	2764	0.399	2030
7	11	0.009	3026	0.471	1804
7	8	0.008	1317	0.373	1317
7	7	0.007	918	0.336	918
7	13	0.009	1638	0.531	1404
7	8	0.007	1716	0.384	1698
7	9	0.01	1930	0.407	1243
7	8	0.008	1328	0.37	1328
7	11	0.008	1131	0.473	1131
7	11	0.01	2764	0.463	2312
7	12	0.009	1963	0.491	1742
7	6	0.007	528	0.302	528
7	12	0.009	1005	0.498	1005
7	11	0.009	820	0.504	667
7	9	0.008	1599	0.397	1599
7	8	0.008	522	0.37	522
7	11	0.009	3162	0.47	2278
7	12	0.01	2363	0.5	1870
7	12	0.009	3624	0.492	2942
7	10	0.009	3245	0.431	2495
7	13	0.01	3989	0.528	2212
7	7	0.008	2492	0.335	1962
7	9	0.008	3421	0.419	2707
7	12	0.011	1880	0.52	1294
7	7	0.013	2287	0.404	2053
7	13	0.014	1929	0.544	1524
7	11	0.011	1712	0.524	1221
7	15	0.013	2732	0.591	1963
7	8	0.008	715	0.371	715
7	14	0.012	2227	0.565	1270
7	12	0.01	2156	0.563	1878
7	6	0.034	835	0.311	835
7	12	0.012	1157	0.547	1157
7	6	0.01	1350	0.308	1285
7	10	0.011	4690	0.448	3203
7	13	0.012	2665	0.594	1938
7	7	0.013	1805	0.353	1499
7	7	0.011	1678	0.34	1087
7	12	0.01	2133	0.496	1840
7	12	0.011	1356	0.495	1356
7	12	0.01	661	0.52	661
7	11	0.009	687	0.463	687
7	8	0.008	1126	0.368	1126
7	8	0.007	993	0.365	965
7	12	0.01	1968	0.495	1203
7	9	0.008	2282	0.414	1377
7	8	0.009	2286	0.366	1508
7	18	0.013	3070	0.691	2102
7	13	0.012	3076	0.536	2284
7	11	0.011	1802	0.47	1802
7	11	0.011	3230	0.531	2314
7	10	0.018	2899	0.459	1865
7	10	0.015	1164	0.462	1164
7	16	0.014	2833	0.646	1919
7	15	0.012	2091	0.695	2091
7	5	0.01	317	0.293	268
7	11	0.011	2107	0.468	1449
7	7	0.007	2487	0.335	1667
7	11	0.008	1904	0.46	1898
7	8	0.008	3824	0.365	3007
7	11	0.009	468	0.47	468
7	9	0.008	649	0.394	649
7	9	0.008	1894	0.402	1263
7	8	0.009	3550	0.386	1806
7	10	0.009	1190	0.435	1190
7	9	0.008	2730	0.404	1700
7	10	0.009	2037	0.446	1643
7	14	0.016	1180	0.626	1128
7	11	0.012	2103	0.466	1380
7	10	0.008	1667	0.5	1220
7	10	0.017	2852	0.513	1656
7	14	0.019	3420	0.566	2100
7	9	0.01	1419	0.404	1419
7	8	0.008	3420	0.412	2286
7	16	0.011	3054	0.625	2079
7	8	0.008	2307	0.38	1907
7	10	0.008	2499	0.436	1830
7	12	0.009	1716	0.497	1462
7	15	0.012	2659	0.598	1805
7	9	0.009	1457	0.402	1431
7	10	0.008	1253	0.439	1253
7	11	0.009	1853	0.463	1487
7	10	0.009	2291	0.43	1342
7	9	0.008	436	0.403	436
7	12	0.009	1310	0.5	769
7	13	0.01	1875	0.534	961
7	13	0.012	1438	0.537	1130
